start_time_s,end_time_s,pitch_midi,velocity,pitch_bend
0.7430385487528345,0.905578231292517,60,84,0,0,0,0,1,1,1,1,2,2,0,0,0,0
0.5340589569160997,0.7198185941043084,58,77,-1,0,0,1,1,1,1,1,1,2,2,2,2,2,2,3
